NOMBRE;NUMEROCAMISETA;POSICION;NACIONALIDAD;EDAD;NOMBREEQUIPO;PIERNAHABIL;ALTURA;GOLES;PARTIDOSJUGADOS;ASISTENCIAS;REGATES;PORTERIASACERO;PARADAS;GOLESENCAJADOS;VALORDEMERCADO
Norman Theuerkauf;27;DEFENSA;Alemania;37;1. FC Heidenheim;IZQUIERDA;185;0;20;1;3;0;0;0;0.5
Lennard Maloney;3;CENTROCAMPISTA;EE. UU.;25;1. FC Heidenheim;DERECHA;185;0;30;1;5;0;0;0;2.0
Stefan Schimmer;7;DELANTERO;Alemania;30;1. FC Heidenheim;DERECHA;180;2;15;0;3;0;0;0;0.8
Omar Traoré;20;DEFENSA;Alemania;26;1. FC Heidenheim;DERECHA;180;1;30;4;20;0;0;0;1.5
Denis Thomalla;16;DELANTERO;Alemania;32;1. FC Heidenheim;DERECHA;184;1;10;0;2;0;0;0;0.5
Nikola Dovedan;25;CENTROCAMPISTA;Austria;30;1. FC Heidenheim;DERECHA;179;1;15;1;5;0;0;0;0.8
Tim Siersleben;4;DEFENSA;Alemania;24;1. FC Heidenheim;IZQUIERDA;189;0;25;0;3;0;0;0;1.5
Christian Kühlwetter;9;DELANTERO;Alemania;28;1. FC Heidenheim;DERECHA;188;1;10;0;2;0;0;0;0.5
Florian Pick;17;CENTROCAMPISTA;Alemania;29;1. FC Heidenheim;IZQUIERDA;177;2;20;2;10;0;0;0;1.0
Daniel Heuer Fernandes;1;PORTERO;Alemania;32;Hamburgo SV;DERECHA;188;0;34;0;0;14;105;35;2.0
Sebastian Schonlau;4;DEFENSA;Alemania;30;Hamburgo SV;DERECHA;186;1;30;0;5;0;0;0;2.5
Ludovit Reis;14;CENTROCAMPISTA;Países Bajos;24;Hamburgo SV;DERECHA;178;7;33;5;30;0;0;0;8.0
Robert Glatzel;9;DELANTERO;Alemania;30;Hamburgo SV;DERECHA;193;22;34;7;10;0;0;0;3.0
Guilherme Ramos;5;DEFENSA;Portugal;27;Hamburgo SV;DERECHA;190;1;25;0;3;0;0;0;1.5
Matteo Raab;26;PORTERO;Alemania;29;Hamburgo SV;DERECHA;190;0;5;0;0;1;15;5;0.8
Jonas David;3;DEFENSA;Alemania;24;Hamburgo SV;DERECHA;189;0;20;0;3;0;0;0;1.0
Jonas Meffert;23;CENTROCAMPISTA;Alemania;30;Hamburgo SV;DERECHA;183;0;32;1;5;0;0;0;1.5
Bakery Jatta;17;DELANTERO;Gambia;26;Hamburgo SV;DERECHA;183;4;30;6;35;0;0;0;2.0
Ransford-Yeboah Königsdörffer;11;DELANTERO;Alemania;23;Hamburgo SV;DERECHA;185;3;25;2;20;0;0;0;2.0
László Bénes;8;CENTROCAMPISTA;Eslovaquia;27;Hamburgo SV;IZQUIERDA;181;10;34;8;30;0;0;0;3.0
Dennis Hadžikadunić;12;DEFENSA;Bosnia;26;Hamburgo SV;DERECHA;191;0;15;0;2;0;0;0;1.5
Anssi Suhonen;27;CENTROCAMPISTA;Finlandia;23;Hamburgo SV;DERECHA;178;1;15;1;10;0;0;0;1.0
Noah Katterbach;21;DEFENSA;Alemania;23;Hamburgo SV;IZQUIERDA;174;0;25;3;20;0;0;0;2.0
András Németh;20;DELANTERO;Eslovaquia;22;Hamburgo SV;DERECHA;183;1;10;0;3;0;0;0;1.0
Ignace Van der Brempt;28;DEFENSA;Bélgica;22;Hamburgo SV;DERECHA;187;0;20;2;15;0;0;0;2.0
Stephan Ambrosius;34;DEFENSA;Ghana;26;Hamburgo SV;DERECHA;185;0;10;0;2;0;0;0;0.8
Jean-Luc Dompé;7;DELANTERO;Francia;29;Hamburgo SV;DERECHA;173;1;25;4;30;0;0;0;2.0
Elijah Krahn;28;CENTROCAMPISTA;Alemania;21;Hamburgo SV;DERECHA;178;0;5;0;1;0;0;0;0.5
Mario Vuskovic;6;DEFENSA;Croacia;23;Hamburgo SV;DERECHA;185;1;10;0;2;0;0;0;3.0
